row,speed,bg_color,humanPaddleSize,aiPaddleSize,humanScore,aiScore,guess,tutorial,practice,rt,trial_index,time_elapsed,trial_type,button_pressed,response,responses,worker_id,fg_color,question,round,phase
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26216,0,26218,html-keyboard-response,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,NULL,NULL,NULL
2,13,mediumorchid,1.2,1,1,0,1,1,0,NULL,1,81443,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,NULL,NULL
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6360,2,87804,html-keyboard-response,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,NULL,NULL,NULL
4,13,mediumorchid,1.9,1,0,0,1,NULL,1,NULL,3,107923,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,NULL,NULL
5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,4,107974,html-keyboard-response,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,NULL,NULL,NULL
6,13,mediumorchid,1.9,1,0,1,3,NULL,1,NULL,5,127820,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,NULL,NULL
7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2613,6,130433,html-keyboard-response,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,NULL,NULL,NULL
8,17,mediumorchid,0.5,1,0,1,1,NULL,NULL,NULL,7,149467,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,1,real-level
9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5123,8,154591,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3936,9,158527,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5522,10,164051,html-slider-response,NULL,22,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
12,15,mediumorchid,1.2,1,1,0,3,NULL,NULL,NULL,11,181513,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,2,real-level
13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,12,183527,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1361,13,184888,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2359,14,187247,html-slider-response,NULL,50,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
16,13,mediumorchid,1.2,1,0,0,3,NULL,NULL,NULL,15,202444,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,3,real-level
17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2331,16,204775,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1344,17,206119,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4411,18,210531,html-slider-response,NULL,56,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
20,15,mediumorchid,1.9,1,0,0,1,NULL,NULL,NULL,19,227725,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,4,real-level
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2062,20,229787,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3063,21,232851,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4991,22,237843,html-slider-response,NULL,73,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
24,13,mediumorchid,1.2,1,1,0,1,NULL,NULL,NULL,23,255538,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,5,real-level
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2905,24,258443,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8320,25,266763,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3796,26,270559,html-slider-response,NULL,50,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
28,17,mediumorchid,1.2,1,0,0,2,NULL,NULL,NULL,27,289650,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,6,real-level
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1673,28,291323,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2880,29,294203,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2843,30,297047,html-slider-response,NULL,56,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
32,17,mediumorchid,0.5,1,0,2,3,NULL,NULL,NULL,31,315979,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,7,real-level
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2260,32,318239,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,915,33,319155,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2815,34,321971,html-slider-response,NULL,37,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
36,15,mediumorchid,0.5,1,1,1,,NULL,NULL,NULL,35,337194,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,8,real-level
37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1684,36,338879,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2179,37,341060,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28391,38,369451,html-slider-response,NULL,46,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
40,17,mediumorchid,1.2,1,2,0,2,NULL,NULL,NULL,39,388671,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,9,real-level
41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1824,40,390495,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1615,41,392111,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1607,42,393719,html-slider-response,NULL,50,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
44,17,mediumorchid,1.9,1,1,0,3,NULL,NULL,NULL,43,412917,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,10,real-level
45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1825,44,414743,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1604,45,416347,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2636,46,418983,html-slider-response,NULL,60,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
48,17,mediumorchid,1.2,1,1,1,2,NULL,NULL,NULL,47,438014,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,11,real-level
49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3925,48,441940,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1527,49,443467,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3447,50,446916,html-slider-response,NULL,43,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
52,15,mediumorchid,1.9,1,0,0,2,NULL,NULL,NULL,51,464244,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,12,real-level
53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1687,52,465932,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,815,53,466747,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4671,54,471419,html-slider-response,NULL,51,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
56,17,mediumorchid,1.9,1,0,0,1,NULL,NULL,NULL,55,490308,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,13,real-level
57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2148,56,492456,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1987,57,494444,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4903,58,499348,html-slider-response,NULL,58,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
60,13,mediumorchid,1.9,1,0,0,2,NULL,NULL,NULL,59,514371,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,14,real-level
61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2623,60,516996,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2587,61,519584,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2388,62,521972,html-slider-response,NULL,50,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
64,17,mediumorchid,1.9,1,1,0,1,NULL,NULL,NULL,63,539169,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,15,real-level
65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1702,64,540872,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2104,65,542976,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3028,66,546004,html-slider-response,NULL,55,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
68,13,mediumorchid,0.5,1,0,0,2,NULL,NULL,NULL,67,560865,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,16,real-level
69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1522,68,562388,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2143,69,564532,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2547,70,567080,html-slider-response,NULL,60,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
72,17,mediumorchid,1.9,1,1,0,1,NULL,NULL,NULL,71,584446,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,17,real-level
73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2522,72,586968,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2947,73,589916,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3195,74,593112,html-slider-response,NULL,62,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
76,15,mediumorchid,1.9,1,0,0,3,NULL,NULL,NULL,75,610410,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,18,real-level
77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2073,76,612484,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6147,77,618632,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3731,78,622363,html-slider-response,NULL,58,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
80,15,mediumorchid,1.9,1,1,0,3,NULL,NULL,NULL,79,639889,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,19,real-level
81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3458,80,643347,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1823,81,645172,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1939,82,647111,html-slider-response,NULL,50,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
84,17,mediumorchid,1.2,1,1,0,1,NULL,NULL,NULL,83,664435,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,20,real-level
85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2352,84,666787,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1611,85,668400,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3671,86,672071,html-slider-response,NULL,59,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
88,13,mediumorchid,1.2,1,0,0,3,NULL,NULL,NULL,87,687199,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,21,real-level
89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2196,88,689395,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2068,89,691463,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2643,90,694107,html-slider-response,NULL,61,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
92,15,mediumorchid,1.9,1,0,0,1,NULL,NULL,NULL,91,709329,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,22,real-level
93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5189,92,714519,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3048,93,717567,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3699,94,721267,html-slider-response,NULL,59,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
96,13,mediumorchid,1.2,1,0,0,3,NULL,NULL,NULL,95,736393,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,23,real-level
97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2677,96,739071,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2308,97,741380,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6747,98,748128,html-slider-response,NULL,55,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
100,13,mediumorchid,1.2,1,0,0,3,NULL,NULL,NULL,99,763123,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,24,real-level
101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2432,100,765556,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1579,101,767136,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2737,102,769873,html-slider-response,NULL,50,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
104,17,mediumorchid,0.5,1,1,1,1,NULL,NULL,NULL,103,787204,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,25,real-level
105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2028,104,789233,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,946,105,790180,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2412,106,792592,html-slider-response,NULL,40,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
108,15,mediumorchid,0.5,1,0,1,1,NULL,NULL,NULL,107,807817,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,26,real-level
109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2958,108,810776,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1692,109,812468,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21303,110,833772,html-slider-response,NULL,50,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
112,15,mediumorchid,0.5,1,0,0,3,NULL,NULL,NULL,111,848762,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,27,real-level
113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2650,112,851412,html-button-response,0,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1792,113,853204,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3299,114,856504,html-slider-response,NULL,62,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
116,15,mediumorchid,0.5,1,0,0,3,NULL,NULL,NULL,115,873777,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,28,real-level
117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2511,116,876288,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1531,117,877820,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2768,118,880588,html-slider-response,NULL,52,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
120,13,mediumorchid,0.5,1,0,0,3,NULL,NULL,NULL,119,895622,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,29,real-level
121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2449,120,898072,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1116,121,899188,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2599,122,901788,html-slider-response,NULL,61,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
124,13,mediumorchid,0.5,1,0,0,1,NULL,NULL,NULL,123,916754,pong,NULL,NULL,NULL,5cb64c808549c90016ed9fe1,#3077FF,NULL,30,real-level
125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,124,918120,html-button-response,1,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,length,0,NULL
126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1311,125,919432,html-button-response,2,NULL,NULL,5cb64c808549c90016ed9fe1,NULL,difficulty,0,NULL
127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3355,126,922788,html-slider-response,NULL,50,NULL,5cb64c808549c90016ed9fe1,NULL,performance,0,NULL
128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49259,127,972049,survey-text,NULL,NULL,"{"Q0":"I think the experiment was about human perception of time based on the variable of difficulty"}",5cb64c808549c90016ed9fe1,NULL,hypothesis,NULL,NULL
129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26837,0,26839,html-keyboard-response,NULL,NULL,NULL,5af170135847970001e3409a,NULL,NULL,NULL,NULL
130,13,#3077FF,1.2,1,0,0,1,1,0,NULL,1,100152,pong,NULL,NULL,NULL,5af170135847970001e3409a,mediumorchid,NULL,NULL,NULL
131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6924,2,107077,html-keyboard-response,NULL,NULL,NULL,5af170135847970001e3409a,NULL,NULL,NULL,NULL
132,13,#3077FF,0.5,1,0,1,2,NULL,1,NULL,3,124948,pong,NULL,NULL,NULL,5af170135847970001e3409a,mediumorchid,NULL,NULL,NULL
133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5147,4,130096,html-keyboard-response,NULL,NULL,NULL,5af170135847970001e3409a,NULL,NULL,NULL,NULL
134,17,#3077FF,0.5,1,0,1,2,NULL,1,NULL,5,149843,pong,NULL,NULL,NULL,5af170135847970001e3409a,mediumorchid,NULL,NULL,NULL
135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2589,6,152432,html-keyboard-response,NULL,NULL,NULL,5af170135847970001e3409a,NULL,NULL,NULL,NULL
136,13,#3077FF,0.5,1,0,0,2,NULL,NULL,NULL,7,167144,pong,NULL,NULL,NULL,5af170135847970001e3409a,mediumorchid,NULL,1,real-level
137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5525,8,172670,html-button-response,1,NULL,NULL,5af170135847970001e3409a,NULL,length,0,NULL
138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2381,9,175052,html-button-response,0,NULL,NULL,5af170135847970001e3409a,NULL,difficulty,0,NULL
139,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8208,10,183260,html-slider-response,NULL,73,NULL,5af170135847970001e3409a,NULL,performance,0,NULL
140,17,#3077FF,1.2,1,1,1,2,NULL,NULL,NULL,11,200482,pong,NULL,NULL,NULL,5af170135847970001e3409a,mediumorchid,NULL,2,real-level
141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2511,12,202994,html-button-response,0,NULL,NULL,5af170135847970001e3409a,NULL,length,0,NULL
142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3611,13,206605,html-button-response,0,NULL,NULL,5af170135847970001e3409a,NULL,difficulty,0,NULL
143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5397,14,212002,html-slider-response,NULL,55,NULL,5af170135847970001e3409a,NULL,performance,0,NULL
144,17,#3077FF,1.2,1,2,0,1,NULL,NULL,NULL,15,230954,pong,NULL,NULL,NULL,5af170135847970001e3409a,mediumorchid,NULL,3,real-level
145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1860,16,232816,html-button-response,1,NULL,NULL,5af170135847970001e3409a,NULL,length,0,NULL
146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2612,17,235428,html-button-response,0,NULL,NULL,5af170135847970001e3409a,NULL,difficulty,0,NULL
147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3396,18,238825,html-slider-response,NULL,76,NULL,5af170135847970001e3409a,NULL,performance,0,NULL
148,15,#3077FF,1.2,1,2,1,3,NULL,NULL,NULL,19,256266,pong,NULL,NULL,NULL,5af170135847970001e3409a,mediumorchid,NULL,4,real-level
149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2261,20,258528,html-button-response,0,NULL,NULL,5af170135847970001e3409a,NULL,length,0,NULL
150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,21,260539,html-button-response,0,NULL,NULL,5af170135847970001e3409a,NULL,difficulty,0,NULL
151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3064,22,263604,html-slider-response,NULL,73,NULL,5af170135847970001e3409a,NULL,performance,0,NULL
152,15,#3077FF,1.2,1,2,0,2,NULL,NULL,NULL,23,278913,pong,NULL,NULL,NULL,5af170135847970001e3409a,mediumorchid,NULL,5,real-level
